gene_name,log2_mod_coefs,log_fdr_adj_p
Slc35f5,2.137716900711962,1.9441866578135576
Slc6a4,-1.7612117890782912,1.4536176324775252
Rnaseh2a,-1.8785007418833233,3.681249357286416
Adamts4,1.4035256398451668,1.3756154640063682
Efemp1,3.3467020149432116,1.4393443714965135
Ccdc112,-1.8236610909755142,2.2444509536654627
Ppox,-1.4301768505312713,1.7959625205980176
Qsox1,-2.1502099894839777,1.026801205051653
Nt5c,-2.119613474916378,1.062642097252902
Ppp4r3b,-1.6750557702194246,1.6971551451412539
Wdr26,-1.6083994387864502,1.5305073344748912
Clgn,-1.7277363906215775,1.34625148395887
Slit2,1.0604004866693826,1.6291182259277275
Kcnh1,1.970917657947204,1.209160333650009
Med12,1.6477424173457662,1.063399429500224
Scoc,1.32366662881251,2.8110208236304843
Thsd7b,1.2546740090433215,1.3380274078537249
Lgi2,2.690784168317398,1.830447832092358
Ntn1,1.6872260533238534,1.0583880760041118
Zfp18,-1.507766646919276,1.1685727146202134
Adcy3,-1.6688467146472041,1.9511379210458022
Dusp10,2.5704650555404225,1.3223532670332303
Tdrd5,2.4450198641541507,1.6805343566212274
Baiap2,1.311534544940053,1.5632488402241047
Nrcam,1.6547867353870795,1.582616676004219
Rhot1,1.2124262698897497,2.512966288366615
Trib1,2.905089279734484,1.2210199704143543
AABR07001435.1,3.828709662557568,1.483334445387597
Flii,-2.008732395403996,1.1082359100095227
Rims2,1.4619991155419394,1.4319848052218562
Odf4,1.9025340674964732,1.7952099915063244
Cobl,2.072655487665688,1.275155881273004
Btg1,1.569681026422042,2.1241860510958657
Syap1,1.7029197688688367,1.9729355372747936
Tmbim4,2.12325332326617,1.0900519992454074
Ahr,-2.2778602796162297,2.1641276874791755
Babam2,1.7067971188691808,1.4299650513639866
Arel1,1.8911668267549724,1.1719569733143593
Klhdc1,-2.65275349870003,1.0404434409651542
Map2k6,2.0604146927845743,1.5886113856979704
Fam210b,-2.8403007338637365,1.6135470534220553
Ublcp1,2.0321427183956224,1.2479877650179338
Adss,1.4864813687964615,1.5246112477647213
Tasp1,2.8869379185837603,1.542011633371609
Pes1,-1.568361966891696,1.011358895013665
Cacnb1,1.257408015476994,1.0314449281605633
Wdr60,-1.4217752618434059,2.8171161986639355
Tmtc2,-2.568550819203881,1.1004602811712851
Zbed4,1.8550665200180958,1.2535142589081565
Traf6,1.9492823347210975,1.3291003032122923
Rbfox2,-1.2764340467924318,2.0915151072697737
Yaf2,-1.4448905008916093,1.3092648789254389
Ccdc175,1.1316743039421289,2.460474905621167
Rtn1,1.1194012039595618,3.2325485296541685
Sar1b,2.187892770807394,1.279053444628191
Sntb1,1.8701635605883091,1.3598322511821574
Arid2,1.4375038340375046,1.4181181813506232
Itga4,-1.839023135242263,1.1729384695124379
Mpped2,1.3294163151930276,1.7078710505067256
Pkd1l1,-1.152182770693749,1.034870333338311
Crhr1,1.0699202380835022,3.6744690010822474
Jade2,1.777145215295616,1.3410570010849143
Slc39a9,-1.9266593573532527,1.1483792127431849
Prox2,-1.1851784899947566,1.071997330366372
Lgr6,-1.3526270159107616,1.176456388060684
Hus1,2.161713541251441,2.3343923346491886
Sf3a1,-1.6189886865937178,1.4063899603780166
Lrrc6,3.5553273369896323,1.2572659225362395
Gxylt1,-1.4638235143927318,2.4296377464397554
Acp1,2.478866644229,1.1380192227184553
Shmt1,-1.228374421422551,1.8240922345144825
Csnk2a1,-1.5987691562054123,1.3749554105309971
Fbxo33,1.53869012210386,1.082719762183383
Syne3,-1.2579116776790604,1.0238958550180044
Zfp513,1.9106885228638173,1.0037761204053584
Vapb,1.177854325735231,1.6643100845875065
Cdca7l,-1.0881494113118235,1.1557901418281569
Zhx2,1.5354462914825937,1.0068757802141768
Lsm11,1.3631821223315044,1.1131213918115614
Dnah11,-1.474514229253846,1.343462591480462
Thg1l,-1.5262165877141336,1.3817456942353343
Ubn2,-1.3794159742442582,1.7281741403070505
Desi1,1.1921056439438642,1.6474360554259833
Lgr4,1.7290053811075696,1.1789051039982528
Rab22a,2.4369550684342576,1.3394530857446296
Smg8,-1.4829443298010723,1.1279702635758855
Hacd4,-1.227712106576679,1.730863357664358
Utp20,1.714731751682375,1.4049536246866057
Erp44,2.0616518602585714,1.2312653017807271
Itprid2,-1.2694000355009527,1.7964536312953967
Lrpprc,1.4456093094928795,1.1118902785902758
Serbp1,1.2461659282115582,3.705350915466516
Pde4b,-1.0299765602274125,2.303123467579722
Dmtf1,-1.3275526202713337,1.5732912592808868
Ppm1a,-1.005194995509067,1.8079824213579503
Naalad2,2.0738336586928137,2.017100376515719
Oxsm,1.0118785491766136,1.1618818278532579
G0s2,2.0621829820232427,1.2439343671395575
Snx5,-2.0803317053201438,1.1410873857056836
Pole4,4.201989142641056,1.3130480089688925
Calu,1.896956372198027,1.0915129275665734
Dsn1,1.9268865585581425,1.3911097288593797
Gpr37l1,1.5099154577605214,1.1191197725298305
Sgip1,-1.2648268079445508,1.1341426494704558
RGD1310852,-1.8190477595007883,1.6387467392947541
Vdac1,1.1087217359280455,1.1979816806308712
Pygl,4.1406535972492255,1.6941383349077295
Zhx1,-1.4611852226100024,1.2802356055478836
Fkbp4,1.0004658481992366,5.747261897414799
Gja10,3.324954247127607,1.8567392195901162
Atl2,1.0907930110087125,1.5274110449525726
Atp6v0c,1.1372234393355753,1.0753693488719605
Fam163b,-1.7717779692337796,1.4471156930940754
Vopp1,2.035174456250802,1.0713417833591528
Wdyhv1,-1.4612035837520143,3.9565981550428146
Zfp212,-1.7705516009680595,1.2481854840615836
Psmd6,1.6883727277889229,1.372746088365747
Dcaf8,1.5514351891734832,1.401260542847227
Ddit3,-1.7658973918221397,2.553638813847662
Pgr,-1.617920903402025,1.32709160690224
Rb1cc1,1.2767675438898998,1.1327364636968231
Arl5a,-1.5219753446993158,1.0998468536402555
Etv1,1.127976322413426,1.5732437588993933
Zfp786,2.2235083984897615,4.617566631263815
Eepd1,2.0648721090469837,1.1599929863699179
Stk32c,1.955804421113075,1.002591718346121
Ccnk,-1.6125207191272668,1.244436721019086
Galm,2.1963341741374305,1.816464826483477
Sorcs2,2.038566822894848,1.0083485063643547
Rap1b,1.2411819909667177,1.6115729574065816
Plin2,-1.4599163064376295,1.3602309106177053
Gpn2,2.211017599598959,1.1231360728480348
Cln6,1.8142393795065168,1.2606197441021627
Ttc22,-1.5147977818289111,2.0332649010864974
Ikzf3,-1.75844225027767,1.3851998292620347
Sema3d,-1.6566197613579123,1.109006174427549
LOC297756,-4.423202530746206,1.0336028719375348
Gli2,-1.928025064162669,1.085918735532303
Mnat1,-1.3726293293741163,1.250926512456177
Map3k9,-1.112300160244481,1.8011390627782846
Gca,1.2825739243703511,1.0968863964147106
Rab15,1.3503648690989039,1.2252148736605084
Shisa4,1.853387213481417,1.2145720999377285
Dzank1,-1.691413996294717,1.3864200222868908
Pla2g4b,1.4348530992872819,2.0409417970426316
Calb1,1.5900120536649385,1.5571982938321645
Septin8,1.3109364022155772,1.8201085873837333
Mss51,-1.0863167643242715,2.5554447055069445
Cd63,2.121352864307428,1.02036157057308
Ppig,1.5506884868126583,1.8440319120255977
Gpr63,2.4202243991062375,1.093268728074584
Sema7a,1.7685249527148255,1.1474902790768635
Tmcc3,-1.2107448207539924,1.3052443837937102
Frmd4b,-1.3357336504826423,2.946906398532869
Gcc1,2.19327449032614,1.8314861583614581
Slc45a4,1.8243350519438957,1.5694691758424875
Supt4h1,3.1576404498437056,1.050153501731016
Mtmr14,1.380375864892637,1.775273193421844
Tmeff1,1.4888262495692963,1.2452344768667318
Cyp11a1,-2.4245268058104292,1.2999716728859285
Plpp3,-1.6592869652901254,1.320899033448884
Mfng,2.3519219587566575,1.1169846278504478
Mefv,-2.0238359290819306,1.1043500979480474
Cdk18,2.28399450002732,1.2297479614659967
Wnt5b,2.29878292906834,1.2488719085674134
Znfx1,-1.7206327393652328,1.0555343927251422
St3gal1,1.3274162523098312,1.286343482545699
Atp6v0e2,1.2271255252717428,1.3464780824588691
Timm9,2.3014035739735292,2.5682766109152695
Tagln2,1.8083726398682285,1.0027045948893498
Lypla1,-2.7687681949340286,1.037618666726491
Clcn6,-1.0226197869420768,2.9445520530753
Colec11,-1.5567949148752125,2.4756659033872377
Sec23b,-1.448598834682188,5.674669579224918
Nab2,-1.2905586752466394,2.498552454788666
Aagab,-1.302762079122792,3.6766256320855115
Smdt1,-1.7427066724051319,2.0285001900859014
Fut9,2.499238932528298,1.0507029763547266
Glcci1,1.4309601787622888,1.0603530977222415
Slc9a9,3.3497892421760165,1.752377084547239
Nkiras1,-1.132757081685269,1.0007800218270826
U2surp,-1.536075748968159,1.5035895398073837
Gatad1,1.7304269714353817,1.0856833130358055
Gnpnat1,1.2555169619698283,1.9294514984709803
Nat10,1.7114857768734941,1.0819074447866943
AC127920.1,3.9190225944268025,1.0217797017316241
Arpc3,1.3811798595541065,1.1364674739473755
Usp45,1.3557017121772226,2.3282069099704934
Epx,1.7698848809742513,1.5669325876442584
Tp53i11,-1.2439766550972406,1.3531595139922645
Ncs1,1.3233155572111588,1.72536027032308
Otud5,-1.7875164161721198,1.3859457603880452
Clip4,-1.454239500314263,1.980510716395747
Pdrg1,1.8872693329526904,1.0893110692733106
Trim14,-1.3139925169691182,1.4325865088233924
Rbm48,2.233152633540925,1.49193570355356
Sec24c,-1.2064604382920412,1.4710227884570215
Amn,2.605819780979534,1.4089522639016896
Igf2bp3,2.2431488312781007,1.009770054782192
C1qtnf4,-1.997591129772695,2.277256038932217
Fgf14,-1.2684773958711233,2.8323226017037
Snapc1,2.235557265124916,1.105333794262578
Slc17a5,1.5562458313460603,1.6850555071336122
Osgep,-1.5066458476796547,1.4289174143802683
Cenpe,2.90923934301846,1.5091393274234914
Nrarp,1.3089164474935995,1.0161567434480991
Mapk6,1.2017511201425277,2.539968553503022
Tbc1d4,-1.5657146296840743,1.9667896558182565
Trmo,1.5465908344753079,3.1480951885233286
Mre11,-2.463965432365193,1.276900371935691
Sdcbp2,1.2768112218245582,1.3108476523880082
Polr1a,1.4110327076394964,1.8470583437390025
Krt2,-1.4931434935945216,1.4334727014813688
Ubiad1,1.8346877574890212,1.5398400442163893
Bricd5,-2.0474636636479167,1.3167375852584906
Car2,-1.7541328564804168,1.7211127005785736
Prkci,1.1928988833861576,1.184570641454071
Mlst8,2.090863947245899,1.078332951334909
Obi1,2.278154396154525,1.0535935839185342
Lrrn2,1.4214115368808258,1.2386995279509505
Lck,2.658691759452973,2.2577481397816475
Pex12,-1.7160591481620517,1.3584926095772762
Nfib,1.3637592158520626,3.1006706570995064
Adamts15,2.9526654150491827,1.5514497439878003
Ldlr,1.3946669535858032,1.5303460402803177
Ctps1,1.442937558395675,1.0513071356445556
Rabggtb,1.735480076172514,1.2132148466456079
Polr3d,-2.1580524365318476,1.5692105770049785
Dctn1,-2.211891889937122,1.109645327010415
Eif3a,-2.107222135240751,1.0702352853044068
Trim2,1.8723664445346637,1.3139706288581878
Slc27a2,-2.108865191137459,1.2249859900314
Cmc1,3.6008856192084617,1.274517736233602
Magel2,-1.949460167290487,1.0605892853474275
Mrps2,-1.7358209595544223,1.3668718512263744
Brk1,1.5800192620844542,1.2624637942725603
Glb1,-1.6355396934737385,1.7860692835722412
Scrn2,4.514689662991859,1.250426792942601
Rab30,1.9534866271585758,1.7240137919196172
Map7d1,-1.717781864362672,2.4262315617173007
Cldn11,1.3525311836691747,1.3080449016336606
Cd180,-3.3671812184214134,1.0051088378265571
Ctsb,-2.2762170910918136,1.0572744730157577
Cpt1b,2.505384877189264,2.13190229892567
LOC299282,4.293073617517096,1.9721161574677026
Samd4a,-1.1395326575160885,2.192054921382695
Trappc3,-1.6756438883867106,1.0134703106301428
Rbm45,1.5974378729883374,2.399075134593966
Abcf2,-1.5565220195503506,1.5295182407951184
Dock6,1.6160382520500693,2.2226766021498667
Gabpb1,-1.117694770380552,3.2815335164248887
Nrgn,1.3139156429298438,2.0893694391717808
Mbnl2,1.4387883077917927,2.1470709256215286
Fam181b,1.5188951540614086,1.020197448796696
Dlc1,1.623882043600654,1.9130853161943784
Hspa4l,1.3010844004664088,2.339582644260997
Ankrd54,4.168252748371059,1.1805023609362304
Ptbp2,1.6752259920049501,1.4540078401974106
Adamtsl3,2.309081327389213,1.0943798556007216
Nup205,-2.142022841076157,1.074097067352669
Trak2,-1.28726685058897,5.014349770898144
Cpb2,-2.400330584696098,1.0444886399773732
Cmtm6,2.6691447947181723,1.9244249672469194
Igfbp6,3.389756045864487,1.5973106527578549
Nmb,2.431107968224445,1.4351662583691087
Hivep2,1.4884610007713552,1.1130814576836976
Slc7a2,2.4047795862439196,1.5194498991907923
Uba5,1.161835403162833,3.2200367306828013
AABR07054096.1,1.9053816092107136,1.1519071756096178
Utrn,1.1183099945099009,1.320814167180987
Htt,-1.6706721761653205,1.857691252018481
Arl15,-2.2047172888848032,3.484340240475918
Fam161b,-1.7164914291224167,1.437937344962152
Ssr3,1.4431587524696692,1.1982330094176379
Adgrf5,1.648653335902042,1.683406784176283
AC126641.1,-1.563335257275996,2.023038906586193
Zdhhc22,-1.1955468595567174,2.172797399423595
Hpf1,1.8369007677733897,1.4048389876927276
Pkm,1.2046341724608054,1.1646948071893022
Slc37a4,-1.770221781709465,1.0175768999073989
Scp2,1.5613789932789326,1.6109746924601358
Aldh6a1,-1.249459993676043,2.4260794960138075
Mfhas1,1.496572718281789,1.2688220646812263
Tbck,1.1703302684400188,1.0969737997119444
Psmb2,4.025201854051645,1.0457175072883762
R3hdm4,1.111241914842706,2.0975127261192106
Filip1,-1.5404268516652946,1.1045741548536174
Cygb,-1.283136450252623,2.839930258235061
Nln,-1.2569877205817526,1.7453531663473032
Gpatch1,-1.6724909924201177,1.1130861800746048
Gldc,-1.244382354894338,1.5229376121640281
Mapk1ip1l,1.889182954622828,1.7237811513805683
Ppip5k2,1.3530334926125989,3.0529345114963213
Kcnq2,-1.6355322090311122,1.239099467942414
Epb42,-1.387981831219674,1.5271948464778247
Fes,4.2625452333070655,1.0965265354994034
Rmdn3,-1.744694989023661,1.8006461919511103
Sat2,-1.4839975096187472,2.060675934415048
Grin1,1.7164820351541832,2.591261285696731
Ncdn,1.4755188603832776,1.1634842174215287
Dusp4,-1.5385968946409543,1.0164758368945193
Plk2,1.5555795719020784,1.182519765570784
AABR07008940.1,-1.9091252964671783,1.2441746982373785
Pinx1,-2.40444456704164,1.5306449256369719
Lrrc49,1.3304337589830864,1.5547574205873362
Prmt5,-1.2468370901375838,1.1545780382912953
Gucy1b1,1.334173122146515,1.5134943472197206
Prkcb,1.5925853671572454,1.2288348361482158
Poli,-1.493937285416571,1.2030652472889405
Ccdc84,1.215220520151377,2.6486618588403967
Nfatc2,-1.849393767716311,1.3313091204263356
Urgcp,-1.0070060325113632,1.7821476263972602
Asah2,2.4451976054394415,1.0644204482119448
Dennd5a,2.071624249792272,1.9801002981318436
Dst,-1.5624077799738936,1.4770002297731213
Ddx25,-1.5103671806268433,1.0925294988024772
Agmat,-1.54194706235665,1.1546634405083
Cherp,-1.9648528091511794,1.1511254885093023
Kbtbd11,2.004626355302053,1.1115729144175686
Pdp2,2.4206390803293876,1.5242242798288839
Peli2,-2.1421844792581126,1.3141144609066777
S100a13,2.19107164886444,1.0371139797141118
Cemip,1.1132996894974245,2.9495423562627416
Cyc1,1.6154157057241898,1.1791069648229366
Ppm1j,2.230319633027715,1.1174668727124808
Ndrg4,2.0432985099064433,1.2076619223783265
Stk17b,3.6054414570498046,1.1791865169885962
Mcm3,3.245679213666722,1.4775300628174213
Arhgef10,1.7833523350799223,1.182942342093206
Dlgap2,1.661424355644725,1.1830218739438507
Pum3,-1.7762776188428653,1.2868115833706488
Ccdc141,2.119793094541284,1.0908963650283199
Recql,1.6965950742074134,1.2247526911808069
Swsap1,-1.5936613850783488,1.502729598608701
Mecom,3.952869366720933,1.430344278919046
Postn,3.2337078192042052,2.002030166841342
Lgals9,2.9171730715668884,1.7613097839347946
Ubac2,1.7412084243139632,1.0140734152024058
Lrrk1,1.7315643743897746,1.048195943048447
Ankrd12,-1.9874488800292243,1.3070039970559981
Eif3m,4.313419153988482,1.1106488029143622
Chtop,1.521789759676555,1.0725401289547056
Cwf19l1,-1.7260292273431006,1.6268784057721584
Nqo1,3.7181231393392404,1.003953473049458
Rbbp6,1.0040087839809317,6.673556566034812
Slc6a13,1.9250471380254106,1.274481894240739
Tti1,1.9853405283903902,1.8659283113886345
Ccdc146,3.043002023755558,1.0001500453826353
Abca7,-1.1856456190026836,2.9027502863164654
Arsa,1.9830712164194344,1.185372137063916
Tgm2,-1.5332943701500608,1.218740474800241
Serinc2,-1.3684366709245877,1.930406889424494
Adgra2,-1.4315919796584424,1.3151346455090356
Dnajb4,1.5406924513191702,2.8972587391148203
Arnt2,-1.0846678691966698,1.1332128593675814
Trpm6,2.1071302494451305,1.8478422785052475
Csnk1e,1.3035199002237432,1.1155284311361218
Nkain3,-1.8486042220745789,2.130548458750629
Mettl3,1.5056088945698456,1.1890778308142707
Atox1,2.229555729565447,1.250107786031834
Hmgb2,2.1361294162088207,1.2724556394654414
Dctd,2.2801051845248135,1.6061209098840725
Atp2c1,1.9940892606836713,1.2842381084850805
Kcnt2,2.0797061144226325,1.544863153206377
Cdh5,-1.38018055205149,1.6121639520110445
Myg1,1.1169170085003868,1.841069723906823
Aqp11,1.065900740135285,2.9225911604255783
Tpcn2,2.6865149946475486,1.0345409054574048
Minar1,2.639164728785715,1.1163778551571282
Cdc42,1.4032493405559714,1.565743109652614
Trem2,-2.377609155193795,1.0297039711141818
Extl3,1.5250331380177773,1.0426646498583412
Tbc1d8,-2.4532988540971403,2.8362877899199153
Ankrd10,-1.0828442662427478,1.3961540322886794
Amer2,1.1794358599169856,3.205544255614662
Polm,-1.4775329228874918,1.1329371799772685
Tex2,-1.8743553509611022,1.0373367129351612
Tmem86a,-2.9840753209794055,1.5859332991262822
Siah2,2.1479757412703804,2.146375062221829
Akip1,-1.4118230304489414,2.0934573515223716
Sh3bp2,2.3764467560786215,3.438456459500349
Exoc5,2.127855487888102,1.2712679970250325
Tp53bp1,-1.3317183934240941,2.6237776553639622
Med20,-1.1804954450477247,1.9471735481329384
Nagk,-1.224066102140585,1.3465994296984634
Nefm,2.0118675093754077,1.3972504831536434
Igsf10,1.74809978849543,1.0694730082853197
Jag2,1.4087545196568125,1.641799958748114
Dsp,3.4323484164330478,1.1467675449400705
Rnf4,1.5693021191558985,1.9770710151435855
Ankrd34c,1.3620050502952024,2.127606906504809
Il6st,-1.593781986194141,1.0264282933099411
Neto1,-1.773629359341919,2.158920582026574
Matn4,-1.2471428294516014,2.0373450437055434
Ptges2,2.1733758379117716,1.4709134261851537
Mbnl1,1.4332901577191706,1.3223818387361044
Iqsec3,1.7281374081016592,1.8259301539574002
Ssr1,1.0921486411692456,1.2813986284493275
Utp6,-1.6471764506576556,1.6062241662537697
Pnoc,2.00211028612557,3.4941444154403967
Zgpat,1.6931401514835542,1.023871649558374
Cpt1a,-1.298166623681849,1.0272517079937669
AABR07026291.1,1.5699278316813183,2.0399506614690277
Syt10,4.264441102518843,1.086055309200302
Lox,-1.7699500491394755,1.0837038880351888
Rfx3,1.2946768206389645,1.0959262135388115
Hbs1l,1.4479598247394057,1.3207320722372324
AC128859.1,3.5029364221684234,1.3435573228147901
Dbr1,2.3365040703157463,1.0301524591063191
Rpl3l,-1.5963837692534284,1.0191877798308682
Aldh7a1,2.158483041141982,1.3733315597604658
Ric3,1.4125133334329443,2.0384555660069608
Ttc36,-2.8774616822852814,1.5514011485712829
Trpv6,-1.5292383893565622,1.7586278092607697
Hagh,2.081570078275903,1.042606362839668
Ppie,1.9843018596380684,3.361901178090435
Wfdc8,3.2009965706211787,1.6872735055190329
Pdcd4,-1.8661313535439783,1.330606959339878
Srfbp1,1.4915119217713924,2.784686893301387
Epc1,-2.0059629835197743,1.5977545644369862
Rnf152,2.39076488601188,1.9305573494947819
Zic4,1.7625949428003191,1.5276575439886193
Slc11a1,2.834971482405905,1.366164159983455
Naxd,-1.8632049446229109,2.9524874851485805
Il11ra1,2.109785035637192,1.0803516956930088
Ddost,1.2771248643994861,1.9251250341818835
Ubxn8,-1.225212117300128,2.0887492301699666
Sae1,-1.5314675270096068,2.9940230508007932
Kmt2a,-1.860674965678417,1.3621770005497817
Spata6l,1.7336891285257061,1.0935805327688215
Spg7,1.5910576064906217,1.387517309042932
Bbs9,-2.078770000070578,2.082451345673283
Hsf4,-1.1984291548496697,1.7936814902337899
Nt5c1a,-1.0737051375064985,7.200064952254465
Pigf,-1.845936272231948,1.5595660658790123
Shoc2,-1.0126603236356684,1.071456017226851
Stxbp1,-1.718770934894681,1.5965355441595066
Tmem14c,1.4355448462078229,1.3844457577511418
Wrn,-1.6377291561692968,1.1656146322551781
Dipk1c,-1.8824361864417372,1.7790446734331478
Phactr2,2.076444374165349,3.035746838513366
Nelfa,1.459966640269178,2.0162997850306112
Prkcz,1.1677246483221795,4.912427239360995
Il17rb,1.3453796248404335,1.0507514404947538
Serinc4,2.699330772124273,1.0705992362938854
Zswim3,-1.7014597123986983,1.9865132962308039
Wdr27,3.78251065113474,1.0754119726171762
Cul3,1.7760768961076554,1.396157049990747
Ptgfrn,-1.7623350578717378,1.0427400895475312
Brd9,-1.2770633616381597,1.4562053939476307
Taok1,-1.7130000238409298,1.499187879441287
Hypk,-1.6025375702813924,1.4081343747635424
Parva,-1.5036739177866223,1.0325272559675174
Loxl4,1.1745005046359611,3.0190386852470623
Zswim1,1.038640681485659,1.5161876975906603
Neurl2,1.4570228322177368,1.817851260090087
Klf13,-2.795256864523605,1.025175090545328
Aurkc,2.225007514264514,1.5384966972852026
Fer,2.261889297317217,1.1030488679259287
Tspan5,-1.3187202951282855,1.2776824668823894
U2af2,1.64106334653512,1.1646682674344642
Rpf1,1.5834371117510269,1.1819900403330443
Zmat2,1.2846032148006334,2.494518306853387
Cnnm3,1.1591276879551422,1.468503508546083
